sentence_id,prediction,score,reasoning,Verdict
6126,1.0,100,,0.0
265,1.0,100,,0.0
2389,1.0,100,,0.0
6845,1.0,100,,0.0
15381,1.0,100,,0.0
2195,1.0,100,,0.0
3496,1.0,100,,0.0
7978,1.0,100,,0.0
5763,1.0,100,,0.0
18735,1.0,100,,0.0
25069,1.0,100,,0.0
19614,1.0,100,,0.0
19618,1.0,100,,0.0
10530,1.0,100,,0.0
16763,1.0,100,,0.0
26369,1.0,100,,0.0
16952,1.0,100,,0.0
24166,1.0,100,,0.0
24342,1.0,100,,0.0
23507,1.0,100,,0.0
6122,1.0,100,,0.0
25966,1.0,100,,0.0
6205,1.0,100,,0.0
20324,1.0,100,,0.0
19667,1.0,100,,0.0
10945,1.0,100,,0.0
14398,1.0,100,,0.0
3500,1.0,100,,0.0
4105,1.0,100,,0.0
17909,1.0,100,,0.0
27298,1.0,100,,0.0
6849,1.0,100,,0.0
27093,1.0,100,,0.0
9317,1.0,100,,0.0
32074,1.0,100,,0.0
2235,1.0,100,,0.0
27601,1.0,100,,0.0
13697,1.0,100,,0.0
3648,1.0,100,,0.0
8009,1.0,100,,0.0
27287,1.0,100,,0.0
20904,1.0,100,,0.0
3462,1.0,100,,0.0
20736,1.0,100,,0.0
17990,1.0,100,,0.0
3113,1.0,100,,0.0
23058,1.0,100,,0.0
1664,1.0,100,,0.0
20005,1.0,100,,0.0
16906,1.0,100,,0.0
16336,1.0,100,,0.0
26268,1.0,100,,0.0
12046,1.0,100,,0.0
17216,1.0,100,,0.0
3619,1.0,100,,0.0
28488,1.0,100,,0.0
5537,1.0,100,,0.0
16642,1.0,100,,0.0
18938,1.0,100,,0.0
2086,1.0,100,,0.0
14470,1.0,100,,0.0
9739,1.0,100,,0.0
26470,1.0,100,,0.0
19574,1.0,100,,0.0
8128,1.0,100,,0.0
14462,1.0,100,,0.0
30083,1.0,100,,0.0
16298,1.0,100,,0.0
640,1.0,100,,0.0
21662,1.0,100,,0.0
11290,1.0,100,,0.0
25898,1.0,100,,0.0
23041,1.0,100,,0.0
15210,1.0,100,,0.0
8734,1.0,100,,0.0
12389,1.0,100,,0.0
22893,1.0,100,,0.0
26925,1.0,100,,0.0
10942,1.0,100,,0.0
16537,1.0,100,,0.0
9067,1.0,100,,0.0
21627,1.0,100,,0.0
20610,1.0,100,,0.0
13432,1.0,100,,0.0
7344,1.0,100,,0.0
638,1.0,100,,0.0
33653,1.0,100,,0.0
6940,1.0,100,,0.0
18311,1.0,100,,0.0
163,1.0,100,,0.0
26077,1.0,100,,0.0
29378,1.0,100,,0.0
24329,1.0,100,,0.0
19951,1.0,100,,0.0
10094,1.0,100,,0.0
19277,1.0,100,,0.0
8681,1.0,100,,0.0
12697,1.0,100,,0.0
34173,1.0,100,,0.0
7725,1.0,100,,0.0
20674,1.0,100,,0.0
16305,1.0,100,,0.0
26341,1.0,100,,0.0
25087,1.0,100,,0.0
